Ligand ID,Mode,Affinity (kcal/mol),RMSD Lower Bound,RMSD Upper Bound
ligand_24082345_docking,9,-6.288,3.511,8.004
ligand_46184728_docking,1,-7.095,0.0,0.0
ligand_46184728_docking,2,-6.73,1.384,2.153
ligand_46184728_docking,3,-6.23,3.381,6.053
ligand_46184728_docking,4,-6.093,8.143,12.99
ligand_46184728_docking,5,-6.079,3.753,6.045
ligand_46184728_docking,6,-6.078,7.957,12.77
ligand_46184728_docking,7,-6.066,3.868,6.113
ligand_46184728_docking,8,-5.609,8.957,11.61
ligand_46184728_docking,9,-5.465,12.91,16.2
ligand_54820912_docking,1,-6.125,0.0,0.0
ligand_54820912_docking,2,-5.862,4.443,8.007
ligand_54820912_docking,3,-5.548,4.646,7.508
ligand_54820912_docking,4,-5.509,2.967,3.818
ligand_54820912_docking,5,-5.397,1.922,3.205
ligand_54820912_docking,6,-5.388,5.619,8.617
ligand_54820912_docking,7,-5.364,10.53,11.7
ligand_54820912_docking,8,-5.322,9.833,12.27
ligand_54820912_docking,9,-5.296,9.072,10.79
ligand_103667667_docking,1,-8.026,0.0,0.0
ligand_103667667_docking,2,-7.79,1.827,2.261
ligand_103667667_docking,3,-7.47,2.141,2.891
ligand_103667667_docking,4,-6.92,1.998,2.589
ligand_103667667_docking,5,-6.883,2.134,6.297
ligand_103667667_docking,6,-6.563,11.36,15.0
ligand_103667667_docking,7,-6.477,1.746,5.944
ligand_103667667_docking,8,-6.458,2.214,6.367
ligand_103667667_docking,9,-6.436,2.987,6.637
ligand_10222332_docking,1,-8.462,0.0,0.0
ligand_10222332_docking,2,-8.206,2.742,3.991
ligand_10222332_docking,3,-7.818,1.966,8.406
ligand_10222332_docking,4,-7.237,8.328,11.51
ligand_10222332_docking,5,-7.206,9.065,12.62
ligand_10222332_docking,6,-7.16,9.918,13.18
ligand_10222332_docking,7,-7.087,9.45,13.04
ligand_10222332_docking,8,-6.936,4.091,5.634
ligand_10222332_docking,9,-6.841,8.054,12.49
ligand_45221826_docking,1,-6.914,0.0,0.0
ligand_45221826_docking,2,-6.675,6.273,7.5
ligand_45221826_docking,3,-6.561,5.014,6.104
ligand_45221826_docking,4,-6.544,8.373,11.39
ligand_45221826_docking,5,-6.362,5.764,7.652
ligand_45221826_docking,6,-6.221,6.105,7.388
ligand_45221826_docking,7,-6.137,6.815,11.02
ligand_45221826_docking,8,-6.053,6.221,10.07
ligand_45221826_docking,9,-5.902,7.268,11.45
ligand_166468117_docking,1,-6.45,0.0,0.0
ligand_166468117_docking,2,-5.981,2.414,6.052
ligand_166468117_docking,3,-5.512,2.273,5.709
ligand_166468117_docking,4,-5.469,1.39,2.15
ligand_166468117_docking,5,-5.256,12.79,16.26
ligand_166468117_docking,6,-4.741,2.429,6.025
ligand_166468117_docking,7,-4.712,12.15,14.78
ligand_166468117_docking,8,-4.609,12.16,14.54
ligand_166468117_docking,9,-4.577,4.238,7.734
ligand_16641903_docking,1,-7.782,0.0,0.0
ligand_16641903_docking,2,-7.327,3.126,6.764
ligand_16641903_docking,3,-7.206,3.271,6.52
ligand_16641903_docking,4,-6.775,3.232,6.713
ligand_16641903_docking,5,-6.62,12.34,14.86
ligand_16641903_docking,6,-6.276,3.824,5.718
ligand_16641903_docking,7,-6.23,12.76,15.35
ligand_16641903_docking,8,-6.215,12.75,15.22
ligand_16641903_docking,9,-5.984,3.388,5.652
ligand_162663699_docking,1,-8.029,0.0,0.0
ligand_162663699_docking,2,-7.807,2.857,8.719
ligand_162663699_docking,3,-7.787,2.263,3.124
ligand_162663699_docking,4,-7.78,6.302,8.597
ligand_162663699_docking,5,-7.741,3.33,7.603
ligand_162663699_docking,6,-7.692,3.467,6.357
ligand_162663699_docking,7,-7.61,3.566,8.594
ligand_162663699_docking,8,-7.601,2.897,7.97
ligand_162663699_docking,9,-7.498,3.675,6.864
ligand_7491866_docking,1,-7.159,0.0,0.0
ligand_7491866_docking,2,-7.068,1.32,1.505
ligand_7491866_docking,3,-7.002,3.292,3.991
ligand_7491866_docking,4,-6.944,4.271,5.426
ligand_7491866_docking,5,-6.846,3.836,4.807
ligand_7491866_docking,6,-6.501,1.952,2.28
ligand_7491866_docking,7,-6.246,3.065,6.868
ligand_7491866_docking,8,-6.186,12.48,14.79
ligand_7491866_docking,9,-6.118,2.186,2.471
ligand_23744635_docking,1,-8.141,0.0,0.0
ligand_23744635_docking,2,-8.016,2.955,6.4
ligand_23744635_docking,3,-7.603,1.646,2.471
ligand_23744635_docking,4,-7.424,2.429,5.707
ligand_23744635_docking,5,-6.727,12.7,15.8
ligand_23744635_docking,6,-6.698,1.503,2.467
ligand_23744635_docking,7,-6.66,2.054,3.116
ligand_23744635_docking,8,-6.601,12.42,15.29
ligand_23744635_docking,9,-6.555,12.19,15.39
ligand_2976832_docking,1,-6.07,0.0,0.0
ligand_2976832_docking,2,-5.438,12.99,15.36
ligand_2976832_docking,3,-5.355,5.517,8.477
ligand_2976832_docking,4,-5.203,5.694,8.739
ligand_2976832_docking,5,-5.068,5.138,7.015
ligand_2976832_docking,6,-4.774,5.361,7.83
ligand_2976832_docking,7,-4.738,9.375,12.63
ligand_2976832_docking,8,-4.616,5.13,6.808
ligand_2976832_docking,9,-4.528,14.39,15.38
ligand_169171868_docking,1,-7.124,0.0,0.0
ligand_169171868_docking,2,-7.036,6.152,11.63
ligand_169171868_docking,3,-6.854,3.027,4.964
ligand_169171868_docking,4,-6.518,2.003,3.173
ligand_169171868_docking,5,-6.456,6.13,11.65
ligand_169171868_docking,6,-6.401,1.641,2.881
ligand_169171868_docking,7,-6.248,2.176,3.598
ligand_169171868_docking,8,-6.247,3.06,5.281
ligand_169171868_docking,9,-6.224,3.204,6.062
ligand_43822670_docking,1,-7.883,0.0,0.0
ligand_43822670_docking,2,-7.713,1.694,2.002
ligand_43822670_docking,3,-7.407,2.634,7.388
ligand_43822670_docking,4,-6.925,9.62,14.69
ligand_43822670_docking,5,-6.767,3.91,6.363
ligand_43822670_docking,6,-6.753,3.479,7.778
ligand_43822670_docking,7,-6.698,4.487,7.019
ligand_43822670_docking,8,-6.378,4.493,6.608
ligand_43822670_docking,9,-6.114,2.801,9.167
ligand_96250868_docking,1,-5.522,0.0,0.0
ligand_96250868_docking,2,-5.411,1.523,2.011
ligand_96250868_docking,3,-5.242,2.5,6.096
ligand_96250868_docking,4,-4.779,8.641,10.79
ligand_96250868_docking,5,-4.754,6.706,8.314
ligand_96250868_docking,6,-4.485,8.757,10.9
ligand_96250868_docking,7,-4.427,8.33,10.31
ligand_96250868_docking,8,-4.425,8.665,10.88
ligand_96250868_docking,9,-4.422,9.055,11.49
ligand_2970242_docking,1,-6.589,0.0,0.0
ligand_2970242_docking,2,-6.36,7.545,11.05
ligand_2970242_docking,3,-6.238,6.723,10.07
ligand_2970242_docking,4,-6.008,2.051,3.042
ligand_2970242_docking,5,-5.97,7.908,11.05
ligand_2970242_docking,6,-5.814,5.547,9.293
ligand_2970242_docking,7,-5.756,10.69,12.76
ligand_2970242_docking,8,-5.651,5.967,9.57
ligand_2970242_docking,9,-5.64,11.92,13.53
ligand_116423204_docking,1,-7.428,0.0,0.0
ligand_116423204_docking,2,-7.318,1.274,1.822
ligand_116423204_docking,3,-7.04,2.071,6.558
ligand_116423204_docking,4,-6.752,0.973,1.737
ligand_116423204_docking,5,-6.575,2.589,6.797
ligand_116423204_docking,6,-6.483,11.42,15.33
ligand_116423204_docking,7,-6.3,3.072,7.623
ligand_116423204_docking,8,-6.161,4.139,8.662
ligand_116423204_docking,9,-6.086,11.44,14.56
ligand_72131700_docking,1,-7.284,0.0,0.0
ligand_72131700_docking,2,-7.148,3.222,3.842
ligand_72131700_docking,3,-7.044,7.02,11.08
ligand_72131700_docking,4,-7.043,3.402,9.902
ligand_72131700_docking,5,-6.953,3.951,6.919
ligand_72131700_docking,6,-6.914,8.487,14.37
ligand_72131700_docking,7,-6.878,3.489,10.07
ligand_72131700_docking,8,-6.781,4.184,9.926
ligand_72131700_docking,9,-6.676,4.198,7.096
ligand_65817185_docking,1,-6.14,0.0,0.0
ligand_65817185_docking,2,-6.028,3.185,4.179
ligand_65817185_docking,3,-5.975,3.752,4.52
ligand_65817185_docking,4,-5.654,4.99,6.984
ligand_65817185_docking,5,-5.505,6.737,8.983
ligand_65817185_docking,6,-5.471,9.813,12.37
ligand_65817185_docking,7,-5.462,2.544,6.845
ligand_65817185_docking,8,-5.373,8.424,11.14
ligand_65817185_docking,9,-5.351,2.69,4.799
ligand_113000188_docking,1,-8.387,0.0,0.0
ligand_113000188_docking,2,-7.918,6.833,7.957
ligand_113000188_docking,3,-7.897,1.064,1.447
ligand_113000188_docking,4,-7.763,1.988,2.344
ligand_113000188_docking,5,-7.658,1.167,1.659
ligand_113000188_docking,6,-7.43,4.816,5.586
ligand_113000188_docking,7,-7.307,1.509,2.042
ligand_113000188_docking,8,-7.226,1.721,2.43
ligand_113000188_docking,9,-6.979,11.3,14.01
ligand_90324078_docking,1,-6.606,0.0,0.0
ligand_90324078_docking,2,-6.394,1.134,1.724
ligand_90324078_docking,3,-6.379,1.504,2.493
ligand_90324078_docking,4,-6.168,3.332,6.297
ligand_90324078_docking,5,-5.758,2.383,5.667
ligand_90324078_docking,6,-5.413,1.556,2.422
ligand_90324078_docking,7,-5.386,1.728,1.972
ligand_90324078_docking,8,-4.942,2.876,5.835
ligand_90324078_docking,9,-4.851,15.21,17.14
ligand_95383679_docking,1,-6.955,0.0,0.0
ligand_95383679_docking,2,-6.928,1.494,2.212
ligand_95383679_docking,3,-6.81,0.3486,1.218
ligand_95383679_docking,4,-6.765,1.697,2.194
ligand_95383679_docking,5,-5.993,1.631,1.962
ligand_95383679_docking,6,-5.949,1.711,2.766
ligand_95383679_docking,7,-5.789,2.352,2.988
ligand_95383679_docking,8,-5.637,2.094,2.81
ligand_95383679_docking,9,-5.571,2.547,5.74
ligand_41692373_docking,1,-7.551,0.0,0.0
ligand_41692373_docking,2,-7.207,1.287,1.689
ligand_41692373_docking,3,-7.03,1.584,2.334
ligand_41692373_docking,4,-6.462,1.972,2.915
ligand_41692373_docking,5,-6.386,3.687,10.08
ligand_41692373_docking,6,-6.348,1.695,1.883
ligand_41692373_docking,7,-6.289,2.041,2.983
ligand_41692373_docking,8,-6.224,7.989,12.28
ligand_41692373_docking,9,-6.178,2.989,3.928
ligand_13957326_docking,1,-7.48,0.0,0.0
ligand_13957326_docking,2,-7.104,1.903,2.661
ligand_13957326_docking,3,-6.958,1.703,2.22
ligand_13957326_docking,4,-6.505,1.776,2.076
ligand_13957326_docking,5,-6.278,2.782,6.078
ligand_13957326_docking,6,-6.174,3.27,4.237
ligand_13957326_docking,7,-6.164,2.477,6.009
ligand_13957326_docking,8,-5.906,13.89,17.03
ligand_13957326_docking,9,-5.89,2.744,3.343
ligand_19926279_docking,1,-7.162,0.0,0.0
ligand_19926279_docking,2,-6.694,1.768,2.246
ligand_19926279_docking,3,-6.495,1.959,2.959
ligand_19926279_docking,4,-6.389,1.74,2.669
ligand_19926279_docking,5,-6.201,3.071,6.397
ligand_19926279_docking,6,-5.981,1.861,3.442
ligand_19926279_docking,7,-5.873,3.093,6.288
ligand_19926279_docking,8,-5.766,2.53,5.843
ligand_19926279_docking,9,-5.602,2.526,3.01
ligand_140580108_docking,1,-7.913,0.0,0.0
ligand_140580108_docking,2,-7.91,1.852,7.258
ligand_140580108_docking,3,-7.746,1.465,5.986
ligand_140580108_docking,4,-7.617,4.028,8.011
ligand_140580108_docking,5,-7.614,9.272,12.89
ligand_140580108_docking,6,-7.539,3.661,7.095
ligand_140580108_docking,7,-7.527,8.846,11.86
ligand_140580108_docking,8,-7.515,8.45,11.72
ligand_140580108_docking,9,-7.469,8.704,11.97
ligand_94272924_docking,1,-7.828,0.0,0.0
ligand_94272924_docking,2,-7.573,1.587,2.339
ligand_94272924_docking,3,-7.061,1.366,6.015
ligand_94272924_docking,4,-7.061,1.588,2.388
ligand_94272924_docking,5,-6.943,11.94,14.68
ligand_94272924_docking,6,-6.924,1.751,6.063
ligand_94272924_docking,7,-6.822,3.675,4.56
ligand_94272924_docking,8,-6.407,5.432,8.161
ligand_94272924_docking,9,-6.392,12.4,15.73
ligand_165909559_docking,1,-7.427,0.0,0.0
ligand_165909559_docking,2,-7.322,1.433,2.174
ligand_165909559_docking,3,-6.864,1.178,1.913
ligand_165909559_docking,4,-6.391,1.756,5.244
ligand_165909559_docking,5,-6.212,2.243,5.639
ligand_165909559_docking,6,-6.079,1.999,5.735
ligand_165909559_docking,7,-5.607,4.304,6.525
ligand_165909559_docking,8,-5.605,11.85,15.1
ligand_165909559_docking,9,-5.44,2.507,5.893
ligand_54815051_docking,1,-7.454,0.0,0.0
ligand_54815051_docking,2,-7.404,5.771,10.11
ligand_54815051_docking,3,-7.388,5.459,7.376
ligand_54815051_docking,4,-7.372,1.555,2.415
ligand_54815051_docking,5,-7.329,2.456,4.173
ligand_54815051_docking,6,-7.301,1.943,2.701
ligand_54815051_docking,7,-7.257,4.516,6.126
ligand_54815051_docking,8,-7.201,2.516,4.237
ligand_54815051_docking,9,-7.162,7.661,9.401
ligand_9125466_docking,1,-5.57,0.0,0.0
ligand_9125466_docking,2,-5.562,10.87,12.85
ligand_9125466_docking,3,-5.553,12.25,14.99
ligand_9125466_docking,4,-5.538,3.004,4.203
ligand_9125466_docking,5,-5.523,2.86,5.597
ligand_9125466_docking,6,-5.479,8.606,11.23
ligand_9125466_docking,7,-5.334,9.133,12.11
ligand_9125466_docking,8,-5.264,9.686,13.01
ligand_9125466_docking,9,-5.015,9.52,12.3
ligand_54832866_docking,1,-7.863,0.0,0.0
ligand_54832866_docking,2,-7.321,6.425,7.992
ligand_54832866_docking,3,-6.969,5.387,6.437
ligand_54832866_docking,4,-6.965,6.721,8.316
ligand_54832866_docking,5,-6.784,11.36,14.89
ligand_54832866_docking,6,-6.459,3.479,10.05
ligand_54832866_docking,7,-6.421,10.27,13.54
ligand_54832866_docking,8,-6.319,6.378,8.788
ligand_54832866_docking,9,-6.305,7.184,9.365
ligand_54817414_docking,1,-7.176,0.0,0.0
ligand_54817414_docking,2,-6.796,1.251,1.787
ligand_54817414_docking,3,-6.648,3.571,5.701
ligand_54817414_docking,4,-6.583,1.208,1.875
ligand_54817414_docking,5,-6.387,1.36,2.303
ligand_54817414_docking,6,-6.362,3.851,10.9
ligand_54817414_docking,7,-5.873,1.944,2.547
ligand_54817414_docking,8,-5.836,1.433,2.442
ligand_54817414_docking,9,-5.739,2.103,2.754
ligand_68814810_docking,1,-6.514,0.0,0.0
ligand_68814810_docking,2,-6.21,2.108,5.952
ligand_68814810_docking,3,-5.797,2.401,5.634
ligand_68814810_docking,4,-5.756,1.654,1.993
ligand_68814810_docking,5,-5.268,14.55,16.78
ligand_68814810_docking,6,-5.083,3.096,5.575
ligand_68814810_docking,7,-5.072,13.76,15.74
ligand_68814810_docking,8,-4.992,2.362,5.952
ligand_68814810_docking,9,-4.984,2.583,3.686
ligand_94278325_docking,1,-7.991,0.0,0.0
ligand_94278325_docking,2,-7.955,1.717,2.392
ligand_94278325_docking,3,-7.855,1.248,2.029
ligand_94278325_docking,4,-7.696,0.9619,6.037
ligand_94278325_docking,5,-6.831,12.03,14.77
ligand_94278325_docking,6,-6.657,3.136,6.892
ligand_94278325_docking,7,-6.584,11.16,14.1
ligand_94278325_docking,8,-6.504,12.09,14.59
ligand_94278325_docking,9,-6.391,4.966,6.588
ligand_7980429_docking,1,-8.526,0.0,0.0
ligand_7980429_docking,2,-7.994,1.723,2.317
ligand_7980429_docking,3,-7.703,1.766,2.656
ligand_7980429_docking,4,-7.21,7.596,8.957
ligand_7980429_docking,5,-7.152,9.626,11.95
ligand_7980429_docking,6,-6.969,11.49,14.37
ligand_7980429_docking,7,-6.954,11.98,14.9
ligand_7980429_docking,8,-6.945,5.819,6.872
ligand_7980429_docking,9,-6.826,11.5,14.45
ligand_18203653_docking,1,-6.423,0.0,0.0
ligand_18203653_docking,2,-6.104,9.118,10.92
ligand_18203653_docking,3,-5.981,9.243,11.13
ligand_18203653_docking,4,-5.768,2.633,3.489
ligand_18203653_docking,5,-5.735,5.124,7.051
ligand_18203653_docking,6,-5.647,2.496,2.858
ligand_18203653_docking,7,-5.486,9.221,10.91
ligand_18203653_docking,8,-5.461,4.371,7.2
ligand_18203653_docking,9,-5.4,9.167,10.65
ligand_94257675_docking,1,-6.793,0.0,0.0
ligand_94257675_docking,2,-6.454,1.541,2.07
ligand_94257675_docking,3,-6.294,1.335,1.772
ligand_94257675_docking,4,-6.102,2.101,5.7
ligand_94257675_docking,5,-5.769,11.55,14.02
ligand_94257675_docking,6,-5.765,11.16,13.68
ligand_94257675_docking,7,-5.738,12.75,15.04
ligand_94257675_docking,8,-5.443,1.941,6.384
ligand_94257675_docking,9,-5.363,3.266,6.357
ligand_18151524_docking,1,-6.894,0.0,0.0
ligand_18151524_docking,2,-6.569,4.411,5.437
ligand_18151524_docking,3,-6.503,3.076,4.684
ligand_18151524_docking,4,-6.393,3.482,6.104
ligand_18151524_docking,5,-6.321,7.434,8.56
ligand_18151524_docking,6,-6.22,5.163,8.006
ligand_18151524_docking,7,-6.119,5.024,7.43
ligand_18151524_docking,8,-5.831,4.452,5.68
ligand_18151524_docking,9,-5.72,3.381,4.584
ligand_123891214_docking,1,-6.975,0.0,0.0
ligand_123891214_docking,2,-6.783,2.049,2.974
ligand_123891214_docking,3,-6.636,3.599,4.253
ligand_123891214_docking,4,-6.5,4.062,5.145
ligand_123891214_docking,5,-6.477,1.856,3.198
ligand_123891214_docking,6,-6.4,4.053,5.695
ligand_123891214_docking,7,-6.375,5.986,8.619
ligand_123891214_docking,8,-6.372,3.883,8.712
ligand_123891214_docking,9,-6.333,2.912,4.586
ligand_22846639_docking,1,-7.314,0.0,0.0
ligand_22846639_docking,2,-7.103,1.254,1.983
ligand_22846639_docking,3,-7.073,1.55,1.607
ligand_22846639_docking,4,-6.953,2.259,3.119
ligand_22846639_docking,5,-6.801,1.436,2.106
ligand_22846639_docking,6,-6.559,1.64,2.237
ligand_22846639_docking,7,-6.539,2.962,3.949
ligand_22846639_docking,8,-6.526,1.831,2.783
ligand_22846639_docking,9,-6.131,3.012,5.539
ligand_54812043_docking,1,-5.7,0.0,0.0
ligand_54812043_docking,2,-5.522,3.234,4.861
ligand_54812043_docking,3,-5.499,5.091,10.71
ligand_54812043_docking,4,-5.454,2.032,2.706
ligand_54812043_docking,5,-5.296,8.882,11.07
ligand_54812043_docking,6,-5.257,9.315,12.04
ligand_54812043_docking,7,-5.204,1.79,2.179
ligand_54812043_docking,8,-5.188,1.985,2.736
ligand_54812043_docking,9,-4.979,1.982,2.492
ligand_70640314_docking,1,-7.024,0.0,0.0
ligand_70640314_docking,2,-6.927,1.171,2.062
ligand_70640314_docking,3,-6.517,2.32,6.203
ligand_70640314_docking,4,-5.611,15.12,18.07
ligand_70640314_docking,5,-5.419,2.752,6.106
ligand_70640314_docking,6,-5.403,3.359,5.937
ligand_70640314_docking,7,-5.115,2.496,5.407
ligand_70640314_docking,8,-4.962,3.447,6.679
ligand_70640314_docking,9,-4.928,14.38,16.7
ligand_28650514_docking,1,-7.674,0.0,0.0
ligand_28650514_docking,2,-7.199,1.829,2.198
ligand_28650514_docking,3,-7.041,3.272,6.042
ligand_28650514_docking,4,-6.978,3.366,6.128
ligand_28650514_docking,5,-6.248,1.955,2.637
ligand_28650514_docking,6,-6.243,2.28,3.059
ligand_28650514_docking,7,-6.085,13.19,15.54
ligand_28650514_docking,8,-5.828,5.023,6.317
ligand_28650514_docking,9,-5.587,14.39,15.73
ligand_29277318_docking,1,-7.839,0.0,0.0
ligand_29277318_docking,2,-7.633,1.203,1.496
ligand_29277318_docking,3,-7.336,1.416,2.018
ligand_29277318_docking,4,-7.095,1.631,2.605
ligand_29277318_docking,5,-6.787,2.924,6.85
ligand_29277318_docking,6,-6.579,11.25,15.0
ligand_29277318_docking,7,-6.444,4.261,8.808
ligand_29277318_docking,8,-6.33,6.129,7.908
ligand_29277318_docking,9,-6.301,10.97,14.94
ligand_53535774_docking,1,-7.341,0.0,0.0
ligand_53535774_docking,2,-6.766,2.929,3.911
ligand_53535774_docking,3,-6.691,9.942,12.54
ligand_53535774_docking,4,-6.613,4.407,4.724
ligand_53535774_docking,5,-6.405,3.438,8.265
ligand_53535774_docking,6,-6.403,3.943,8.852
ligand_53535774_docking,7,-6.378,3.763,8.994
ligand_53535774_docking,8,-6.291,6.312,8.267
ligand_53535774_docking,9,-6.061,3.97,8.462
ligand_791583_docking,1,-5.677,0.0,0.0
ligand_791583_docking,2,-5.453,2.791,7.145
ligand_791583_docking,3,-5.405,2.293,2.71
ligand_791583_docking,4,-5.282,8.934,11.25
ligand_791583_docking,5,-5.203,8.998,11.39
ligand_791583_docking,6,-5.187,11.03,14.39
ligand_791583_docking,7,-5.122,2.972,7.275
ligand_791583_docking,8,-4.974,13.88,15.84
ligand_791583_docking,9,-4.816,11.46,14.74
ligand_1104136_docking,1,-6.034,0.0,0.0
ligand_1104136_docking,2,-5.891,2.912,6.87
ligand_1104136_docking,3,-5.871,1.751,6.125
ligand_1104136_docking,4,-5.862,1.506,4.111
ligand_1104136_docking,5,-5.86,2.541,7.039
ligand_1104136_docking,6,-5.85,1.868,6.53
ligand_1104136_docking,7,-5.791,1.811,4.688
ligand_1104136_docking,8,-5.788,1.398,3.872
ligand_1104136_docking,9,-5.731,21.73,23.88
ligand_139614923_docking,1,-7.197,0.0,0.0
ligand_139614923_docking,2,-6.665,2.372,6.814
ligand_139614923_docking,3,-6.459,2.616,8.914
ligand_139614923_docking,4,-6.399,2.299,7.519
ligand_139614923_docking,5,-6.223,3.692,5.2
ligand_139614923_docking,6,-5.838,2.997,6.937
ligand_139614923_docking,7,-5.796,3.212,7.343
ligand_139614923_docking,8,-5.717,11.21,14.47
ligand_139614923_docking,9,-5.704,3.473,5.089
ligand_60282631_docking,1,-7.078,0.0,0.0
ligand_60282631_docking,2,-6.867,3.012,8.26
ligand_60282631_docking,3,-6.848,6.33,9.347
ligand_60282631_docking,4,-6.708,7.247,9.917
ligand_60282631_docking,5,-6.408,3.868,7.652
ligand_60282631_docking,6,-6.405,2.063,7.861
ligand_60282631_docking,7,-6.361,3.198,4.914
ligand_60282631_docking,8,-6.311,6.362,7.897
ligand_60282631_docking,9,-6.306,8.593,11.54
ligand_130768667_docking,1,-6.95,0.0,0.0
ligand_130768667_docking,2,-6.379,1.459,2.1
ligand_130768667_docking,3,-6.039,1.623,2.193
ligand_130768667_docking,4,-5.432,2.728,6.185
ligand_130768667_docking,5,-5.251,11.34,15.83
ligand_130768667_docking,6,-5.23,2.684,5.776
ligand_130768667_docking,7,-5.099,2.632,5.875
ligand_130768667_docking,8,-5.022,11.71,14.28
ligand_130768667_docking,9,-4.981,4.67,7.169
ligand_145882722_docking,1,-6.982,0.0,0.0
ligand_145882722_docking,2,-6.743,2.086,2.899
ligand_145882722_docking,3,-6.642,2.325,5.281
ligand_145882722_docking,4,-6.544,1.556,2.227
ligand_145882722_docking,5,-6.238,2.578,6.359
ligand_145882722_docking,6,-5.854,2.556,5.725
ligand_145882722_docking,7,-5.664,2.756,6.997
ligand_145882722_docking,8,-5.553,9.752,12.78
ligand_145882722_docking,9,-5.324,10.93,13.12
ligand_29061939_docking,1,-6.058,0.0,0.0
ligand_29061939_docking,2,-5.785,1.323,1.815
ligand_29061939_docking,3,-5.265,2.142,4.818
ligand_29061939_docking,4,-5.235,2.568,4.859
